LNR,RESPONSE
1754,0.21078094840049744
1770,0.21078094840049744
1465,0.20329029858112335
1470,0.20329029858112335
1478,0.20679545402526855
1782,0.20329029858112335
1485,0.21078094840049744
1519,0.35921910405158997
1835,0.21078094840049744
1522,0.20679545402526855
1539,0.20329029858112335
1853,0.21541929244995117
1856,0.20679545402526855
2502,0.21078094840049744
2182,0.21078094840049744
2191,0.21078094840049744
2522,0.21078094840049744
2530,0.21078094840049744
2215,0.20679545402526855
2550,0.21078094840049744
2570,0.21078094840049744
2574,0.20329029858112335
2579,0.21078094840049744
2247,0.21541929244995117
2674,0.20329029858112335
11434,0.20329029858112335
11122,0.21078094840049744
11127,0.21078094840049744
11443,0.21078094840049744
11170,0.20329029858112335
11191,0.20679545402526855
11198,0.21078094840049744
10936,0.20329029858112335
11244,0.21078094840049744
11247,0.20329029858112335
11252,0.21078094840049744
11259,0.20329029858112335
10945,0.20329029858112335
10951,0.20329029858112335
11271,0.21078094840049744
10963,0.21078094840049744
11282,0.20679545402526855
11291,0.20329029858112335
10980,0.20679545402526855
10994,0.20329029858112335
10998,0.20329029858112335
11303,0.20679545402526855
11630,0.20329029858112335
11636,0.20329029858112335
11949,0.20329029858112335
11950,0.21078094840049744
11956,0.21078094840049744
11648,0.20329029858112335
11653,0.21078094840049744
11967,0.20679545402526855
11972,0.20329029858112335
11975,0.20679545402526855
12110,0.20329029858112335
12113,0.21541929244995117
11712,0.20329029858112335
11716,0.20329029858112335
12000,0.20679545402526855
11722,0.21078094840049744
12023,0.20329029858112335
12046,0.20329029858112335
11762,0.20329029858112335
12071,0.20329029858112335
12077,0.20329029858112335
11785,0.21078094840049744
11788,0.20329029858112335
11790,0.20679545402526855
11800,0.21078094840049744
11806,0.20329029858112335
11816,0.20329029858112335
11505,0.21078094840049744
11837,0.20679545402526855
11531,0.21078094840049744
11848,0.21078094840049744
11854,0.20679545402526855
11877,0.20329029858112335
11563,0.20329029858112335
11567,0.21078094840049744
11894,0.21541929244995117
11906,0.20329029858112335
11917,0.20329029858112335
11610,0.20329029858112335
11923,0.21078094840049744
12596,0.20329029858112335
12603,0.20329029858112335
12608,0.21078094840049744
12633,0.20329029858112335
12637,0.21078094840049744
21484,0.20329029858112335
21184,0.20329029858112335
21247,0.20329029858112335
20991,0.20329029858112335
21018,0.21541929244995117
21019,0.21078094840049744
21047,0.20329029858112335
21054,0.20329029858112335
21374,0.20679545402526855
21392,0.20329029858112335
21713,0.20329029858112335
22019,0.20329029858112335
22025,0.21078094840049744
21722,0.21078094840049744
21728,0.20329029858112335
22039,0.20329029858112335
22044,0.20329029858112335
61900,0.20679545402526855
62548,0.21078094840049744
63176,0.21078094840049744
64473,0.21078094840049744
64779,0.21078094840049744
64780,0.20329029858112335
64784,0.20329029858112335
65105,0.20329029858112335
65431,0.21078094840049744
65433,0.21541929244995117
66055,0.20329029858112335
66071,0.20329029858112335
61280,0.21078094840049744
61281,0.21078094840049744
61284,0.20329029858112335
61597,0.20329029858112335
61606,0.20329029858112335
62235,0.21541929244995117
62240,0.20329029858112335
62241,0.21078094840049744
62555,0.21078094840049744
62557,0.20329029858112335
62565,0.20329029858112335
62566,0.21078094840049744
63515,0.20329029858112335
63524,0.23183386027812958
64797,0.20329029858112335
65116,0.20329029858112335
75249,0.20679545402526855
75253,0.21541929244995117
75575,0.20329029858112335
76212,0.21541929244995117
71422,0.20329029858112335
72059,0.21078094840049744
72060,0.21078094840049744
72383,0.20329029858112335
72386,0.20679545402526855
72700,0.21078094840049744
72715,0.20329029858112335
73028,0.21078094840049744
73346,0.20329029858112335
73658,0.20679545402526855
73662,0.21078094840049744
73666,0.20329029858112335
73668,0.20329029858112335
73985,0.21078094840049744
74299,0.20329029858112335
74310,0.21078094840049744
74312,0.21541929244995117
74619,0.20679545402526855
74620,0.20329029858112335
74627,0.20329029858112335
74938,0.20329029858112335
74952,0.21078094840049744
75911,0.20329029858112335
75913,0.20329029858112335
76221,0.20329029858112335
76227,0.20679545402526855
71448,0.20329029858112335
15887,0.20679545402526855
15498,0.20679545402526855
15504,0.20679545402526855
15507,0.20329029858112335
15521,0.20679545402526855
24403,0.20329029858112335
24100,0.21078094840049744
24436,0.21078094840049744
24440,0.21078094840049744
24442,0.20329029858112335
24148,0.20679545402526855
24149,0.20329029858112335
24155,0.20329029858112335
24458,0.20329029858112335
24169,0.21078094840049744
24477,0.21078094840049744
24479,0.20329029858112335
24486,0.21541929244995117
24190,0.21078094840049744
24515,0.21078094840049744
24214,0.23183386027812958
25183,0.20329029858112335
25207,0.20329029858112335
24889,0.21078094840049744
24890,0.20679545402526855
25226,0.20329029858112335
25232,0.20329029858112335
25244,0.20329029858112335
25339,0.20679545402526855
25355,0.21078094840049744
24958,0.20679545402526855
25277,0.21078094840049744
25286,0.21078094840049744
24988,0.20329029858112335
25298,0.20329029858112335
25309,0.21078094840049744
25315,0.20329029858112335
25014,0.20329029858112335
25322,0.20329029858112335
25333,0.21078094840049744
25025,0.20329029858112335
24726,0.21078094840049744
24735,0.20329029858112335
25055,0.20679545402526855
25056,0.21078094840049744
24746,0.21078094840049744
25061,0.20329029858112335
25067,0.20329029858112335
25074,0.20329029858112335
24773,0.20329029858112335
25080,0.20329029858112335
25086,0.21078094840049744
25088,0.21078094840049744
24777,0.20329029858112335
24796,0.20679545402526855
25104,0.20329029858112335
24806,0.20329029858112335
25118,0.20329029858112335
24822,0.20329029858112335
82811,0.21078094840049744
83449,0.21541929244995117
83459,0.20329029858112335
83770,0.20329029858112335
84091,0.20329029858112335
84096,0.20679545402526855
84737,0.21078094840049744
85048,0.20329029858112335
85049,0.21078094840049744
85051,0.21078094840049744
85369,0.20329029858112335
85374,0.20329029858112335
85380,0.20329029858112335
82190,0.20329029858112335
82505,0.20329029858112335
82515,0.20329029858112335
82517,0.20679545402526855
82821,0.20329029858112335
83140,0.20329029858112335
788,0.20329029858112335
1102,0.20329029858112335
1109,0.20679545402526855
821,0.20329029858112335
829,0.20679545402526855
837,0.21078094840049744
845,0.20329029858112335
1163,0.21078094840049744
861,0.20329029858112335
899,0.20679545402526855
1207,0.21078094840049744
906,0.20329029858112335
1221,0.21078094840049744
1545,0.20329029858112335
1546,0.21078094840049744
1555,0.21078094840049744
1556,0.21078094840049744
1879,0.20679545402526855
1885,0.21078094840049744
1593,0.20329029858112335
1902,0.21078094840049744
1611,0.20329029858112335
1921,0.20329029858112335
1927,0.21078094840049744
1651,0.20329029858112335
1978,0.21541929244995117
1718,0.21078094840049744
1722,0.20329029858112335
1734,0.21078094840049744
41705,0.21078094840049744
41711,0.20329029858112335
41712,0.20329029858112335
42029,0.20679545402526855
42347,0.20329029858112335
42352,0.20679545402526855
42353,0.20329029858112335
42671,0.21078094840049744
42987,0.20679545402526855
43310,0.20329029858112335
43627,0.20329029858112335
43629,0.20329029858112335
43945,0.20329029858112335
43953,0.20679545402526855
43954,0.21078094840049744
43961,0.20679545402526855
44280,0.20329029858112335
44917,0.20679545402526855
44924,0.20679545402526855
44927,0.20679545402526855
45244,0.20329029858112335
45570,0.21078094840049744
45584,0.20329029858112335
41721,0.20329029858112335
41739,0.20329029858112335
42054,0.20679545402526855
42369,0.20679545402526855
42689,0.20679545402526855
43019,0.20679545402526855
43331,0.21541929244995117
51328,0.20679545402526855
51644,0.21078094840049744
51653,0.20679545402526855
51969,0.21078094840049744
52308,0.21078094840049744
52310,0.21078094840049744
52626,0.21541929244995117
52638,0.20329029858112335
52940,0.20679545402526855
52954,0.21078094840049744
55194,0.20329029858112335
55196,0.20329029858112335
55526,0.20329029858112335
55847,0.20329029858112335
55848,0.20329029858112335
51024,0.20329029858112335
51031,0.20679545402526855
51342,0.21078094840049744
51348,0.20329029858112335
51666,0.21078094840049744
51674,0.20329029858112335
51680,0.21078094840049744
52331,0.20679545402526855
53302,0.20329029858112335
82163,0.21078094840049744
